metric_group,scenario,meal_rest_prems_credit,other_credit,metric_label,source,expr,extrap_expr,digits,denom,no_year_breakdown
Rest Period Analysis & Violations,all,FALSE,FALSE,Rest periods,shift_data1,"sum(shift_rps, na.rm=TRUE)","sum(shift_rps, na.rm=TRUE) / uniqueN(ID_Shift, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Rest Period Analysis & Violations,all,FALSE,FALSE,Rest periods <10 mins,shift_data1,"sum(rp_lt_ten, na.rm=TRUE)","sum(rp_lt_ten, na.rm=TRUE) / rest_periods * (sum(shift_rps, na.rm=TRUE) / uniqueN(ID_Shift, na.rm=TRUE) * extrap_class_shifts)",0,rest_periods,FALSE
Rest Period Analysis & Violations,all,FALSE,FALSE,Rest periods =10 mins,shift_data1,"sum(rp_ten, na.rm=TRUE)","sum(rp_ten, na.rm=TRUE) / rest_periods * (sum(shift_rps, na.rm=TRUE) / uniqueN(ID_Shift, na.rm=TRUE) * extrap_class_shifts)",0,rest_periods,FALSE
Rest Period Analysis & Violations,all,FALSE,FALSE,Rest periods >10 mins,shift_data1,"sum(rp_gt_ten, na.rm=TRUE)","sum(rp_gt_ten, na.rm=TRUE) / rest_periods * (sum(shift_rps, na.rm=TRUE) / uniqueN(ID_Shift, na.rm=TRUE) * extrap_class_shifts)",0,rest_periods,FALSE
Shift Hours Analysis - Employee Level,all,FALSE,FALSE,Employees with at least one shift with lost time,shift_data1,"uniqueN(ID[diff < 0], na.rm=TRUE)","uniqueN(ID[diff < 0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Shift Hours Analysis - Employee Level,all,FALSE,FALSE,Employees with at least one shift with gained time,shift_data1,"uniqueN(ID[diff > 0], na.rm=TRUE)","uniqueN(ID[diff > 0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Shift Hours Analysis - Employee Level,all,FALSE,FALSE,Employees with net lost time,shift_data1,"uniqueN(ID[ee_diff < 0], na.rm=TRUE)","uniqueN(ID[ee_diff < 0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Shift Hours Analysis - Employee Level,all,FALSE,FALSE,Employees with net gained time,shift_data1,"uniqueN(ID[ee_diff > 0], na.rm=TRUE)","uniqueN(ID[ee_diff > 0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Shift Hours Analysis - Employee Level,all,FALSE,FALSE,Employees with net neutral / matching time,shift_data1,"uniqueN(ID[ee_diff==0], na.rm=TRUE)","uniqueN(ID[ee_diff==0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Shift Hours Analysis - Shift Level,all,FALSE,FALSE,Shifts with reported hours that fall on the quarter hour,shift_data1,"sum(qtr_hr, na.rm=TRUE)","sum(qtr_hr, na.rm=TRUE) / shifts_all * extrap_class_shifts",0,shifts_all,FALSE
Shift Hours Analysis - Shift Level,all,FALSE,FALSE,Shifts analyzed,shift_data1,"sum(shifts_analyzed, na.rm=TRUE)","sum(shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts",0,shifts_all,FALSE
Shift Hours Analysis - Shift Level,all,FALSE,FALSE,Shifts with lost time,shift_data1,"sum(diff < 0, na.rm=TRUE)","sum(diff < 0, na.rm=TRUE) / analyzed_shifts_round * sum(shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts",0,analyzed_shifts_round,FALSE
Shift Hours Analysis - Shift Level,all,FALSE,FALSE,Shifts with gained time,shift_data1,"sum(diff > 0, na.rm=TRUE)","sum(diff > 0, na.rm=TRUE) / analyzed_shifts_round * sum(shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts",0,analyzed_shifts_round,FALSE
Shift Hours Analysis - Shift Level,all,FALSE,FALSE,Shifts with matching time,shift_data1,"sum(diff==0, na.rm=TRUE)","(sum(diff < 0, na.rm=TRUE) / analyzed_shifts_round * sum(shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts) + (sum(diff > 0, na.rm=TRUE) / analyzed_shifts_round * sum(shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts)",0,analyzed_shifts_round,FALSE
Shift Hours Analysis - Week Level,all,FALSE,FALSE,Weeks with at least one shift with lost time,shift_data1,"uniqueN(ID_Week_End[diff < 0], na.rm=TRUE)","uniqueN(ID_Week_End[diff < 0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Shift Hours Analysis - Week Level,all,FALSE,FALSE,Weeks with at least one shift with gained time,shift_data1,"uniqueN(ID_Week_End[diff > 0], na.rm=TRUE)","uniqueN(ID_Week_End[diff > 0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Shift Hours Analysis - Week Level,all,FALSE,FALSE,Weeks with net lost time,shift_data1,"uniqueN(ID_Week_End[wk_diff < 0], na.rm=TRUE)","uniqueN(ID_Week_End[wk_diff < 0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Shift Hours Analysis - Week Level,all,FALSE,FALSE,Weeks with net gained time,shift_data1,"uniqueN(ID_Week_End[wk_diff > 0], na.rm=TRUE)","uniqueN(ID_Week_End[wk_diff > 0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Shift Hours Analysis - Week Level,all,FALSE,FALSE,Weeks with matching time,shift_data1,"uniqueN(ID_Week_End[wk_diff==0], na.rm=TRUE)","uniqueN(ID_Week_End[wk_diff==0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Shift Hours Analysis - Pay Period Level,all,FALSE,FALSE,Pay periods with at least one shift with lost time,shift_data1,"uniqueN(ID_Period_End[diff < 0], na.rm=TRUE)","uniqueN(ID_Period_End[diff < 0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Shift Hours Analysis - Pay Period Level,all,FALSE,FALSE,Pay periods with at least one shift with gained time,shift_data1,"uniqueN(ID_Period_End[diff > 0], na.rm=TRUE)","uniqueN(ID_Period_End[diff > 0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Shift Hours Analysis - Pay Period Level,all,FALSE,FALSE,Pay periods with net lost time,shift_data1,"uniqueN(ID_Period_End[pp_diff < 0], na.rm=TRUE)","uniqueN(ID_Period_End[pp_diff < 0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Shift Hours Analysis - Pay Period Level,all,FALSE,FALSE,Pay periods with net gained time,shift_data1,"uniqueN(ID_Period_End[pp_diff > 0], na.rm=TRUE)","uniqueN(ID_Period_End[pp_diff > 0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Shift Hours Analysis - Pay Period Level,all,FALSE,FALSE,Pay periods with matching time,shift_data1,"uniqueN(ID_Period_End[pp_diff==0], na.rm=TRUE)","uniqueN(ID_Period_End[pp_diff==0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Shift Hours Analysis - Total Hours,all,FALSE,FALSE,Total lost time,shift_data1,"sum(diff[diff < 0], na.rm=TRUE)","sum(diff[diff < 0], na.rm=TRUE) / uniqueN(ID_Shift, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Shift Hours Analysis - Total Hours,all,FALSE,FALSE,Total gained time,shift_data1,"sum(diff[diff > 0], na.rm=TRUE)","sum(diff[diff > 0], na.rm=TRUE) / uniqueN(ID_Shift, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Shift Hours Analysis - Total Hours,all,FALSE,FALSE,Net time,shift_data1,"sum(diff, na.rm=TRUE)","sum(diff, na.rm=TRUE) / uniqueN(ID_Shift, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Rounding - Employee Level,all,FALSE,FALSE,Employees with at least one shift with lost time,shift_data1,"uniqueN(ID[r_diff < 0], na.rm=TRUE)","uniqueN(ID[r_diff < 0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Time Punch Rounding - Employee Level,all,FALSE,FALSE,Employees with at least one shift with gained time,shift_data1,"uniqueN(ID[r_diff > 0], na.rm=TRUE)","uniqueN(ID[r_diff > 0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Time Punch Rounding - Employee Level,all,FALSE,FALSE,Employees with net lost time,shift_data1,"uniqueN(ID[r_diff < 0], na.rm=TRUE)","uniqueN(ID[r_diff < 0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Time Punch Rounding - Employee Level,all,FALSE,FALSE,Employees with net gained time,shift_data1,"uniqueN(ID[r_diff > 0], na.rm=TRUE)","uniqueN(ID[r_diff > 0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Time Punch Rounding - Employee Level,all,FALSE,FALSE,Employees with net neutral / matching time,shift_data1,"uniqueN(ID[r_diff==0], na.rm=TRUE)","uniqueN(ID[r_diff==0], na.rm=TRUE) / employees * (extrap_class_ees)",0,employees,FALSE
Time Punch Rounding - Shift Level,all,FALSE,FALSE,Shifts analyzed,shift_data1,"sum(r_shifts_analyzed, na.rm=TRUE)","sum(r_shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts",0,shifts_all,FALSE
Time Punch Rounding - Shift Level,all,FALSE,FALSE,Shifts analyzed with lost time,shift_data1,"sum(r_diff < 0, na.rm=TRUE)","sum(r_diff < 0, na.rm=TRUE) / r_analyzed_shifts_round * (sum(r_shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts)",0,r_analyzed_shifts_round,FALSE
Time Punch Rounding - Shift Level,all,FALSE,FALSE,Shifts analyzed with gained time,shift_data1,"sum(r_diff > 0, na.rm=TRUE)","sum(r_diff > 0, na.rm=TRUE) / r_analyzed_shifts_round * (sum(r_diff < 0, na.rm=TRUE) / r_analyzed_shifts_round * (sum(r_shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts))",0,r_analyzed_shifts_round,FALSE
Time Punch Rounding - Shift Level,all,FALSE,FALSE,Shifts analyzed with matching time,shift_data1,"sum(r_diff==0, na.rm=TRUE)","sum(r_diff==0, na.rm=TRUE) / r_analyzed_shifts_round * (sum(r_diff > 0, na.rm=TRUE) / r_analyzed_shifts_round * (sum(r_diff < 0, na.rm=TRUE) / r_analyzed_shifts_round * (sum(r_shifts_analyzed, na.rm=TRUE) / shifts_all * extrap_class_shifts)))",0,r_analyzed_shifts_round,FALSE
Time Punch Rounding - Week Level,all,FALSE,FALSE,Weeks with at least one shift with lost time,shift_data1,"uniqueN(ID_Week_End[r_diff < 0], na.rm=TRUE)","uniqueN(ID_Week_End[r_diff < 0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Time Punch Rounding - Week Level,all,FALSE,FALSE,Weeks with at least one shift with gained time,shift_data1,"uniqueN(ID_Week_End[r_diff > 0], na.rm=TRUE)","uniqueN(ID_Week_End[r_diff > 0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Time Punch Rounding - Week Level,all,FALSE,FALSE,Weeks with net lost time,shift_data1,"uniqueN(ID_Week_End[wk_r_diff < 0], na.rm=TRUE)","uniqueN(ID_Week_End[wk_r_diff < 0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Time Punch Rounding - Week Level,all,FALSE,FALSE,Weeks with net gained time,shift_data1,"uniqueN(ID_Week_End[wk_r_diff > 0], na.rm=TRUE)","uniqueN(ID_Week_End[wk_r_diff > 0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Time Punch Rounding - Week Level,all,FALSE,FALSE,Weeks with matching time,shift_data1,"uniqueN(ID_Week_End[wk_r_diff==0], na.rm=TRUE)","uniqueN(ID_Week_End[wk_r_diff==0], na.rm=TRUE) / weeks * (extrap_class_wks)",0,weeks,FALSE
Time Punch Rounding - Pay Period Level,all,FALSE,FALSE,Pay periods with at least one shift with lost time,shift_data1,"uniqueN(ID_Period_End[r_diff < 0], na.rm=TRUE)","uniqueN(ID_Period_End[r_diff < 0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Time Punch Rounding - Pay Period Level,all,FALSE,FALSE,Pay periods with at least one shift with gained time,shift_data1,"uniqueN(ID_Period_End[r_diff > 0], na.rm=TRUE)","uniqueN(ID_Period_End[r_diff > 0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Time Punch Rounding - Pay Period Level,all,FALSE,FALSE,Pay periods with net lost time,shift_data1,"uniqueN(ID_Period_End[pp_r_diff < 0], na.rm=TRUE)","uniqueN(ID_Period_End[pp_r_diff < 0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Time Punch Rounding - Pay Period Level,all,FALSE,FALSE,Pay periods with net gained time,shift_data1,"uniqueN(ID_Period_End[pp_r_diff > 0], na.rm=TRUE)","uniqueN(ID_Period_End[pp_r_diff > 0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Time Punch Rounding - Pay Period Level,all,FALSE,FALSE,Pay periods with matching time,shift_data1,"uniqueN(ID_Period_End[pp_r_diff==0], na.rm=TRUE)","uniqueN(ID_Period_End[pp_r_diff==0], na.rm=TRUE) / pay_periods * (extrap_class_pps)",0,pay_periods,FALSE
Time Punch Rounding - Pre-Shift In Time Punch Detail,all,FALSE,FALSE,Avg pre - shift mins lost,shift_data1,"mean(pre_shift_hrs_lost[pre_shift_hrs_lost < 0], na.rm=TRUE) * 60","mean(pre_shift_hrs_lost[pre_shift_hrs_lost < 0], na.rm=TRUE) * 60",2,,FALSE
Time Punch Detail Rounding - Pre-Shift In Time Punch Detail,all,FALSE,FALSE,Avg pre - shift mins gained,shift_data1,"mean(pre_shift_hrs_gained[pre_shift_hrs_gained > 0], na.rm=TRUE) * 60","mean(pre_shift_hrs_gained[pre_shift_hrs_gained > 0], na.rm=TRUE) * 60",2,,FALSE
Time Punch Detail Rounding - Pre-Shift In Time Punch Detail,all,FALSE,FALSE,Pre - shift hours lost,shift_data1,"sum(pre_shift_hrs_lost, na.rm=TRUE)","sum(pre_shift_hrs_lost, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Pre-Shift In Time Punch Detail,all,FALSE,FALSE,Pre - shift hours gained,shift_data1,"sum(pre_shift_hrs_gained, na.rm=TRUE)","sum(pre_shift_hrs_gained, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Pre-Shift In Time Punch Detail,all,FALSE,FALSE,Net pre - shift hours,shift_data1,"sum(net_pre_shift_hrs, na.rm=TRUE)","sum(net_pre_shift_hrs, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Mid-Shift Out Time Punch Detail,all,FALSE,FALSE,Avg mid - shift out mins lost,shift_data1,"mean(mid_shift_out_hrs_lost[mid_shift_out_hrs_lost < 0], na.rm=TRUE) * 60","mean(mid_shift_out_hrs_lost[mid_shift_out_hrs_lost < 0], na.rm=TRUE) * 60",2,,FALSE
Time Punch Detail Rounding - Mid-Shift Out Time Punch Detail,all,FALSE,FALSE,Avg mid - shift out mins gained,shift_data1,"mean(mid_shift_out_hrs_gained[mid_shift_out_hrs_gained > 0], na.rm=TRUE) * 60","mean(mid_shift_out_hrs_gained[mid_shift_out_hrs_gained > 0], na.rm=TRUE) * 60",2,,FALSE
Time Punch Detail Rounding - Mid-Shift Out Time Punch Detail,all,FALSE,FALSE,Total mid - shift out hours lost,shift_data1,"sum(mid_shift_out_hrs_lost, na.rm=TRUE)","sum(mid_shift_out_hrs_lost, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Mid-Shift Out Time Punch Detail,all,FALSE,FALSE,Total mid - shift out hours gained,shift_data1,"sum(mid_shift_out_hrs_gained, na.rm=TRUE)","sum(mid_shift_out_hrs_gained, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Mid-Shift Out Time Punch Detail,all,FALSE,FALSE,Net mid - shift out hours,shift_data1,"sum(net_mid_shift_out_hrs, na.rm=TRUE)","sum(net_mid_shift_out_hrs, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Mid-Shift In Time Punch Detail,all,FALSE,FALSE,Avg mid - shift in mins lost,shift_data1,"mean(mid_shift_in_hrs_lost[mid_shift_in_hrs_lost < 0], na.rm=TRUE) * 60","mean(mid_shift_in_hrs_lost[mid_shift_in_hrs_lost < 0], na.rm=TRUE) * 60",2,,FALSE
Time Punch Detail Rounding - Mid-Shift In Time Punch Detail,all,FALSE,FALSE,Avg mid - shift in mins gained,shift_data1,"mean(mid_shift_in_hrs_gained[mid_shift_in_hrs_gained > 0], na.rm=TRUE) * 60","mean(mid_shift_in_hrs_gained[mid_shift_in_hrs_gained > 0], na.rm=TRUE) * 60",2,,FALSE
Time Punch Detail Rounding - Mid-Shift In Time Punch Detail,all,FALSE,FALSE,Total mid - shift in hours lost,shift_data1,"sum(mid_shift_in_hrs_lost, na.rm=TRUE)","sum(mid_shift_in_hrs_lost, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Mid-Shift In Time Punch Detail,all,FALSE,FALSE,Total mid - shift in hours gained,shift_data1,"sum(mid_shift_in_hrs_gained, na.rm=TRUE)","sum(mid_shift_in_hrs_gained, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Mid-Shift In Time Punch Detail,all,FALSE,FALSE,Net mid - shift in hours,shift_data1,"sum(net_mid_shift_in_hrs, na.rm=TRUE)","sum(net_mid_shift_in_hrs, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Post-Shift Out Time Punch Detail,all,FALSE,FALSE,Avg post - shift mins lost,shift_data1,"mean(post_shift_hrs_lost[post_shift_hrs_lost < 0], na.rm=TRUE) * 60","mean(post_shift_hrs_lost[post_shift_hrs_lost < 0], na.rm=TRUE) * 60",4,,FALSE
Time Punch Detail Rounding - Post-Shift Out Time Punch Detail,all,FALSE,FALSE,Avg post - shift mins gained,shift_data1,"mean(post_shift_hrs_gained[post_shift_hrs_gained > 0], na.rm=TRUE) * 60","mean(post_shift_hrs_gained[post_shift_hrs_gained > 0], na.rm=TRUE) * 60",4,,FALSE
Time Punch Detail Rounding - Post-Shift Out Time Punch Detail,all,FALSE,FALSE,Post - shift hours lost,shift_data1,"sum(post_shift_hrs_lost, na.rm=TRUE)","sum(post_shift_hrs_lost, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Post-Shift Out Time Punch Detail,all,FALSE,FALSE,Post - shift hours gained,shift_data1,"sum(post_shift_hrs_gained, na.rm=TRUE)","sum(post_shift_hrs_gained, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Detail Rounding - Post-Shift Out Time Punch Detail,all,FALSE,FALSE,Net post - shift hours,shift_data1,"sum(net_post_shift_hrs, na.rm=TRUE)","sum(net_post_shift_hrs, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Rounding - Total Hours,all,FALSE,FALSE,Total lost time,shift_data1,"sum(r_diff[r_diff < 0], na.rm=TRUE)","sum(r_diff[r_diff < 0], na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Rounding - Total Hours,all,FALSE,FALSE,Total gained time,shift_data1,"sum(r_diff[r_diff > 0], na.rm=TRUE)","sum(r_diff[r_diff > 0], na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Time Punch Rounding - Total Hours,all,FALSE,FALSE,Net time,shift_data1,"sum(r_diff, na.rm=TRUE)","sum(r_diff, na.rm=TRUE) / sum(r_shifts_analyzed, na.rm=TRUE) * extrap_class_shifts",2,,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Employees with bonuses and overtime,pay1,"uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_OT_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_OT_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Employees with bonuses and double time,pay1,"uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_DT_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_DT_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Employees with bonuses and meal premiums,pay1,"uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_Meal_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_Meal_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Employees with bonuses and rest premiums,pay1,"uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_Rest_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_Rest_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Employees with bonuses and sick pay,pay1,"uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_Sick_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Bon_Pay_Code==1 & pp_Sick_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Pay periods with bonuses and overtime,pay1,"uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_OT_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_OT_Pay_Code==1], na.rm=TRUE) / pay_periods_pay * (extrap_class_pps)",0,pay_periods_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Pay periods with bonuses and double time,pay1,"uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_DT_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_DT_Pay_Code==1], na.rm=TRUE) / pay_periods_pay * (extrap_class_pps)",0,pay_periods_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Pay periods with bonuses and meal premiums,pay1,"uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_Meal_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_Meal_Pay_Code==1], na.rm=TRUE) / pay_periods_pay * (extrap_class_pps)",0,pay_periods_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Pay periods with bonuses and rest premiums,pay1,"uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_Rest_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_Rest_Pay_Code==1], na.rm=TRUE) / pay_periods_pay * (extrap_class_pps)",0,pay_periods_pay,FALSE
Regular Rate - Bonuses,all,FALSE,FALSE,Pay periods with bonuses and sick pay,pay1,"uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_Sick_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID_Period_End[pp_Bon_Pay_Code==1 & pp_Sick_Pay_Code==1], na.rm=TRUE) / pay_periods_pay * (extrap_class_pps)",0,pay_periods_pay,FALSE
Regular Rate - Differentials,all,FALSE,FALSE,Employees with shift differentials and overtime,pay1,"uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_OT_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_OT_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Differentials,all,FALSE,FALSE,Employees with shift differentials and double time,pay1,"uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_DT_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_DT_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Differentials,all,FALSE,FALSE,Employees with shift differentials and meal premiums,pay1,"uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_Meal_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_Meal_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Differentials,all,FALSE,FALSE,Employees with shift differentials and rest premiums,pay1,"uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_Rest_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_Rest_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Differentials,all,FALSE,FALSE,Employees with shift differentials and sick pay,pay1,"uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_Sick_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID[pp_Diff_Pay_Code==1 & pp_Sick_Pay_Code==1], na.rm=TRUE) / employees_pay * (extrap_class_ees)",0,employees_pay,FALSE
Regular Rate - Differentials,all,FALSE,FALSE,Pay periods with shift differentials and overtime,pay1,"uniqueN(Pay_ID_Period_End[pp_Diff_Pay_Code==1 & pp_OT_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID_Period_End[pp_Diff_Pay_Code==1 & pp_OT_Pay_Code==1], na.rm=TRUE) / pay_periods_pay * (extrap_class_pps)",0,pay_periods_pay,FALSE
Regular Rate - Differentials,all,FALSE,FALSE,Pay periods with shift differentials and double time,pay1,"uniqueN(Pay_ID_Period_End[pp_Diff_Pay_Code==1 & pp_DT_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID_Period_End[pp_Diff_Pay_Code==1 & pp_DT_Pay_Code==1], na.rm=TRUE) / pay_periods_pay * (extrap_class_pps)",0,pay_periods_pay,FALSE
Regular Rate - Differentials,all,FALSE,FALSE,Pay periods with shift differentials and meal premiums,pay1,"uniqueN(Pay_ID_Period_End[pp_Diff_Pay_Code==1 & pp_Meal_Pay_Code==1], na.rm=TRUE)","uniqueN(Pay_ID_Period_End[pp_Diff_Pay_Code==1 & pp_Meal_Pay_Code==1], na.rm=TRUE) / pay_periods_pay * (extrap_class_pps)",0,pay_periods_pay,FALSE
